Job_title,Company,Location,Experience,Key_skills,Job_post,Rating
Data Engineer,Augusta Hitech Soft Solutions,Coimbatore,10-15 Yrs,"Performance tuning, Automation, Version control, Data modeling, Schema, Data quality, Analytics, Monitoring",1 week ago,3.5
Data Scientist,Kyndryl,Bengaluru,3-6 Yrs,"transformers, python, access, natural language processing, microsoft azure, machine learning, data engineering, artificial intelligence",1 week ago,3.9
S&C Global Network - AI - Retail - Consultant - Data Scientist,Accenture,Gurugram,3-7 Yrs,"data scientist, emerging technologies, c, data analysis, mathematics, ai solutions, predictive analytics, ai",2 weeks ago,3.7
S&C Global Network - AI - Retail - Consultant - Data Scientist,Accenture,Gurugram,3-7 Yrs,"data scientist, emerging technologies, c, data analysis, mathematics, ai solutions, predictive analytics, ai",2 weeks ago,3.7
Data Engineer,Accenture,Pune,3-8 Yrs,"data engineer, python, data management, data pipelines, scala, ATCI-5155665-S1904979, databricks, microsoft azure",2 weeks ago,3.7
Data Engineer,Accenture,Navi Mumbai,2-4 Yrs,"data engineer, ATCI-5109252-S1906738, etl tools, data pipelines, data querying, data warehousing, cloud platforms, collection",2 weeks ago,3.7
Data Engineer,Accenture,Navi Mumbai,2-4 Yrs,"data engineer, etl tools, data management, data pipelines, data warehousing, collection, ATCI-5109263-S1906745, sql",2 weeks ago,3.7
Data Engineer,Accenture,Pune,3-8 Yrs,"data engineer, python, data management, data pipelines, scala, databricks, microsoft azure, data warehousing",2 weeks ago,3.7
Data Engineer,Accenture,Navi Mumbai,2-4 Yrs,"data engineer, etl tools, data pipelines, data querying, data warehousing, cloud platforms, collection, sql",2 weeks ago,3.7
Data Engineer,Accenture,Navi Mumbai,2-4 Yrs,"data engineer, etl tools, data pipelines, data querying, data warehousing, cloud platforms, collection, sql",2 weeks ago,3.7
Data Engineer,Accenture,Pune,2-4 Yrs,"data engineer, data pipelines, google cloud platform, data warehousing, cloud platform, database design, cloud, data quality",2 weeks ago,3.7
Data Engineer,Accenture,Hyderabad,2-4 Yrs,"data engineer, python, etl tools, data pipelines, google cloud platform, data warehousing, ATCI-4932777-S1887990, programming languages",2 weeks ago,3.7
Data Engineer,Accenture,Pune,2-4 Yrs,"data engineer, ATCI-4932728-S1888010, data pipelines, google cloud platform, data warehousing, cloud platform, database design, cloud",2 weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, python, data management, data pipelines, data processing, data warehousing, programming languages, data engineering",2 weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, python, etl tools, data pipelines, data warehousing, cloud platforms, collection, data engineering",2 weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, snowflake, data warehouse, data pipelines, performance tuning, collection, elt, data engineering",2 weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, snowflake, data warehouse, data pipelines, performance tuning, collection, elt, data engineering",2 weeks ago,3.7
Data Engineer,Accenture,Bengaluru,3-8 Yrs,"data engineer, snowflake, data warehouse, data pipelines, performance tuning, data architecture, collection, ATCI-5104563-S1889367",2 weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, snowflake, data warehouse, data pipelines, performance tuning, ATCI-5104577-S1889366, collection, elt",2 weeks ago,3.7
Data Engineer,Accenture,Bengaluru,3-8 Yrs,"data engineer, etl tools, data management, data pipelines, data warehousing, pyspark, cloud platforms, collection",2 weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, snowflake, data warehouse, data pipelines, performance tuning, collection, elt, data engineering",2 weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, snowflake, data warehouse, data pipelines, performance tuning, collection, elt, data engineering",2 weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, data management, data pipelines, data warehousing, collection, data engineering, analytics, data quality",2 weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, snowflake, data warehouse, data pipelines, performance tuning, collection, elt, data engineering",2 weeks ago,3.7
Data Engineer,Accenture,Bengaluru,3-8 Yrs,"data engineer, etl tools, data management, data pipelines, data warehousing, pyspark, cloud platforms, collection",2 weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, snowflake, data warehouse, data pipelines, performance tuning, collection, elt, data engineering",2 weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, snowflake, data warehouse, data pipelines, performance tuning, collection, elt, data engineering",2 weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, snowflake, data warehouse, data pipelines, performance tuning, collection, elt, data engineering",2 weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, snowflake, data warehouse, ATCI-5230547-S1920825, etl tools, data management, data pipelines, cloud platforms",2 weeks ago,3.7
Data Engineer,Accenture,Bengaluru,3-8 Yrs,"data engineer, snowflake, data warehouse, data pipelines, performance tuning, generative ai, ai, ATCI-5104567-S1889375",2 weeks ago,3.7
Data Engineer,Accenture,Chennai,2-4 Yrs,"data engineer, python, data pipelines, scala, data warehousing, cloud platforms, collection, programming languages",2 weeks ago,3.7
Data Engineer,Accenture,Chennai,2-4 Yrs,"data engineer, python, data pipelines, scala, data warehousing, cloud platforms, collection, programming languages",2 weeks ago,3.7
Data Scientist - (Controlling Furnance),Capgemini,Bengaluru,6-9 Yrs,"data scientist, rest, data pipelines, google cloud platform, forecasting, data mining, microsoft azure, llm",2 weeks ago,3.7
Data Engineer,360DigiTMG,"Kolkata, Pune, Gurugram, Bengaluru",3-8 Yrs,"Data management, System integration, Data processing, Application development, Data quality, Business intelligence, big data, Analytics",3+ weeks ago,3.9
Databricks Engineer,Virtusa,Pune,5-6 Yrs,"databricks, s3, github, data analysis, scala, data engineer, airflow, machine learning",3 weeks ago,3.7
Data Engineer,BriskWin IT (BWIT),"Noida, Mumbai, Pune, Chennai, Bengaluru",8-13 Yrs,"Cloud computing, PDF, GCP, Database management, Machine learning, SCALA, Cloud, data visualization",3 weeks ago,3.5
Data Engineer with Flink,Embitel Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,"Data modeling, Machine learning, Data quality, Apache, Business intelligence, Distribution system, Monitoring, Python",3+ weeks ago,4.1
Data Engineer,Agilisium,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,"IT services, orchestration, GCP, Consulting, Machine learning, Data quality, Apache, Analytics",3+ weeks ago,2.9
Data Analyst,EXL,"Hybrid - Pune, Gurugram, Bengaluru",5-7 Yrs,"Elasticsearch Engine, Power Bi, Reports And Dashboards, Dashboards, Report Generation, Data Analysis, Analysis, Data",2 weeks ago,3.6
Data Engineer,Criticalriver,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-9 Yrs,"IT services, GIT, Data modeling, Database design, Cloud, Infrastructure, Data quality, Apache",3+ weeks ago,3.1
Data Engineer,Quarks Technosoft,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-10 Yrs,"Computer science, metadata, Agile, Data structures, Scrum, Data quality, Macros, Analytics",3+ weeks ago,3.5
Data Engineer,Kellton,"Hyderabad, Gurugram",5-8 Yrs,"Azure Data Factory, Azure Synapse, Microsoft Fabric, SQL, Python, Power Bi, Dax, ETL",3 weeks ago,2.8
Data Analyst - Data Forward Event,S&P Global Market Intelligence,"Hyderabad, Ahmedabad, Bengaluru",1-4 Yrs,"data analysis, financial data, secondary research, automation, trade, process improvement, market data, collection",3 weeks ago,4.0
Data Engineer,LatentView,"Gurugram, Chennai, Bengaluru",1-6 Yrs,"PySpark, Azure Databricks, MLflow, MLOps, Unity Catalog, SQL, Databricks Asset Bundles, Azure Data Factory",3 weeks ago,3.5
Data Engineer,Virtualware Innovations,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,"Db2, GCP, spark, Hadoop, Packaging, Informix, SSIS, SQL",3+ weeks ago,4.4
Data Scientist,Digital Glyde,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,"Data analysis, Operations research, Social science, Analytical, Report writing, MySQL, Cloud, Database",3+ weeks ago,3.8
Data Engineer(Python with Gen AI),Capgemini,"Hyderabad, Pune, Bengaluru",2-6 Yrs,"data engineer, chatbot, python, generative ai, design, ai, data scientist, artificial intelligence",3+ weeks ago,3.7
Data Engineer - Scala,Tata Consultancy Services,"Pune, Chennai, Delhi / NCR",5-10 Yrs,"Java, SCALA, Big Data, Spark, Python, Data, Data Engineering",3+ weeks ago,3.3
Data Engineer,Cerebra,"Hyderabad, Pune, Bengaluru",5-10 Yrs,"Data Engineer, SSIS packages, Visual Studio, Data Engineering, SSIS, Packaging, Studio, Data",3+ weeks ago,2.7
Data Analyst,Awesome Analytics,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,"excel, , macros, data analysis, vba, mis, advanced excel, msbi",3+ weeks ago,5.0
Data Engineer,Tata Consultancy Services,"Pune, Chennai, Bengaluru",6-8 Yrs,"SCALA, Spark, AWS, SQL, Python, Data Engineering, Data",3+ weeks ago,3.3
Data Engineer,Artify Talent Studio,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-8 Yrs,"Data Engineer, Data, Data Engineering",3+ weeks ago,4.4
Data Engineer - SQL/PySpark,Forward Eye Technologies,"Mumbai, Bengaluru, Delhi / NCR",1-3 Yrs,"pyspark, cloud technologies, data engineering, sql, spark, hive, continuous integration, snowflake",3+ weeks ago,4.9
Data Analyst,Exzeo Software,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-5 Yrs,"GIS, IT services, Postgresql, Analytical, JSON, MongoDB, Selenium, Analytics",3+ weeks ago,4.1
Data Analyst,Han Digital Solution,"Lakshadweep, Panaji, Dadra & Nagar Haveli, Nagar, North & Middle Andaman, Daman & Diu, New Delhi, Jammu",1-2 Yrs,"Analytical skills, Data analysis, Sales, Data collection, Programming, Healthcare, data visualization, Public health",3+ weeks ago,2.6
Data Analyst,Nexzu Mobility,"Kolkata, Mumbai, Pune, Chennai",1-6 Yrs,"database maintenance, data analysis, data management, modeling, bi, documentation, power bi, data integrity",3+ weeks ago,2.2
Data Scientist,GLOINNT,"Pune, Mysuru, Bengaluru",6-11 Yrs,"Cloud computing, deep learning, Data analysis, GCP, power bi, data visualization, big data, Automotive",3+ weeks ago,4.0
Data Analyst,House Of Shipping,"Mumbai, Chennai",8-13 Yrs,"Computer science, Data analysis, PDF, Data modeling, Analytical, Market research, Scheduling, Business intelligence",3+ weeks ago,3.2
Data Engineer,Fractal Analytics,"Mumbai, Pune, Chennai, Gurugram, Bengaluru",3-7 Yrs,"Cloud computing, C++, GIT, Linux, Shell scripting, Machine learning, Agile, JIRA",3+ weeks ago,4.0
Data Analyst,Tata Consultancy Services,"Hyderabad, Pune, Bengaluru",4-9 Yrs,"Azure Synapse, Power Bi, SQL, Marketing data, Data Warehousing, MS Office, Telemetry, Data",2 weeks ago,3.3
Data Engineer,Photon,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,"Computer science, Backend, Data management, HP data protector, Data processing, Data quality, Natural language processing, Monitoring",3+ weeks ago,4.1
Data Engineer,Beinex,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-4 Yrs,"Cloud, Manager Technology, microsoft, Analytics, Technology management, Data, Technology, Management",3+ weeks ago,2.4
Data Engineer,CCS technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-6 Yrs,"Computer science, Automation, ISMS, Coding, data security, Analytical, Data quality, SQL",3+ weeks ago,3.3
Data Engineer,Komodo Health,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",8-13 Yrs,"snowflake, python, github, collaboration, api, programming, communication skills, Data",3+ weeks ago,4.9
Data Scientist,TATA INDUSTRIES LIMITED-TATA INSIGHTS AND QUANTS DIVISON,"Mumbai, Jamshedpur, Bengaluru",2-7 Yrs,"Data analysis, Data management, HTML, HTTP, Information management, Data mining, Econometrics, Information technology",3+ weeks ago,2.9
Data Engineer,Rudhra Info Solutions,"Kolkata, Mumbai, Hyderabad, New Delhi, Chennai",7-10 Yrs,"Automation, GIT, PDF, Cloud Services, Machine learning, Apache, Monitoring, Testing",3+ weeks ago,3.7
Data Analyst,Digital Glyde,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,"Data analysis, Excel, Statistical analysis, Analytical, power bi, data integrity, Data Analyst, data visualization",3+ weeks ago,3.8
Data Engineer,Kloud9,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-7 Yrs,"Computer science, Data management, Analytical, Agile, Data structures, Scheduling, Data quality, Analytics",3+ weeks ago,4.0
Data Engineer- Night Shift,Deloitte Consulting,"Hybrid - Hyderabad, Pune, Bengaluru",2-5 Yrs,"Pyspark, Bigquery, Informatica, Google Cloud Platforms, ETL, Iics, Data Warehousing, AWS",3 weeks ago,3.7
Data Engineering Professional,Clifyx Technology,Bengaluru,6-8 Yrs,"Performance tuning, Data analysis, Data modeling, Billing, Apache, SSIS, Business intelligence, Analytics",3+ weeks ago,3.4
Data engineer,Ztek Consulting,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,"tableau, Aerospace, Consulting, Advanced Excel, Virtualization, digital transformation, Python, Data",3+ weeks ago,3.9
Data Scientist,Affle,"Mumbai, Gurugram, Bengaluru",2-5 Yrs,"advance sql, python, data analysis, big data technologies, data warehousing, machine learning, sql, deep learning",3+ weeks ago,3.6
Data Scientist,Supplycopia Software Services,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-8 Yrs,"algorithms, python, data analysis, modeling, natural language processing, neural networks, predictive, machine learning",3+ weeks ago,2.9
Data Engineer,Apptad,"Noida, Ranchi, Chennai",3-8 Yrs,"Automation, orchestration, Architecture, Cloud, AWS, Python, Scripting, Data",3+ weeks ago,2.7
Data engineer,Apptad,"Noida, Ranchi, Chennai",5-10 Yrs,"data services, Architecture, Database management, Cloud, Programming, Mentor, Management, Data warehousing",3+ weeks ago,2.7
Data Engineer - Databricks,Inorg,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,"Data Engineer - Databricks, Data Engineering, Data, Data Bricks",3+ weeks ago,4.5
Data Engineer - Chennai/Bangalore,Photon,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-6 Yrs,"Oracle database, Automation, Data modeling, XML, Database administration, PLSQL, Informatica, Apache",3+ weeks ago,4.1
Data Scientist,Kashsam Data Solutions,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,"Data analysis, Coding, Process improvement, data governance, Management, Analysis, Governance, Data",3+ weeks ago,5.0
Data Engineer,Jean Martin Systems,"Madurai, Mumbai, Pune, Chennai",1-5 Yrs,"Computer science, System architecture, GCP, Data processing, Data quality, AWS, Analytics, SQL",3+ weeks ago,4.1
Data Engineer,Tech Tammina,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,"Data Engineer, Data, Data Engineering",3+ weeks ago,3.4
Data Scientist I,Affle,"Mumbai, Gurugram, Bengaluru",1-5 Yrs,"advance sql, python, data analysis, big data technologies, data warehousing, random forest, machine learning, sql",3+ weeks ago,3.6
Data Engineer,IntraEdge Technology,"Hybrid - Hyderabad, Pune, Chennai",5-8 Yrs,"Pyspark, Snowflake, Data Build Tool, Data Warehousing, aws S3, SQL, S, Data",3 weeks ago,3.9
Data Engineer,Drivetrain,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-5 Yrs,"SAN, Financial planning, Venture capital, Growth strategy, Research, big data, Data warehousing, SQL",3+ weeks ago,1.6
Data Engineer,Emids Technologies,"Hybrid - Noida, Hyderabad, Bengaluru",6-10 Yrs,"AWS, Python, Data Engineering, Postgresql, Data, Engineering",2 weeks ago,3.6
Marine Data Analyst,Jibe Development Services,"Bhubaneswar, Navi Mumbai, Chennai",1-2 Yrs,"4th Engineer, Marine Inventory Management, Marine Engineer, Excel, Marine, Marine Data Analyst, Spare Parts, Inventory management",2 weeks ago,2.8
Data Engineer – SQL & Python,Inorg,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",13-18 Yrs,"Hope - DE - V4C, Data Engineering, Python, SQL, DES, Data",3+ weeks ago,4.5
Data Engineer,Photon,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,"Computer science, Data validation, Linux, Data management, Data modeling, Analytical, Data processing, Workflow",3+ weeks ago,4.1
Data Engineer,Tredence,"Hybrid - Pune, Chennai, Bengaluru",5-9 Yrs,"Pyspark, Azure, Databricks Engineer, Delta Lake, Spark, Java, Ci/Cd, Delta Live Table",2 weeks ago,3.4
Data Analyst,Novel Office,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,"Analytical skills, Data validation, Excel, VLOOKUP, Report writing, MySQL, Data collection, Data Analyst",3+ weeks ago,4.1
Data Engineer,Tata Consultancy Services,"Pune, Chennai, Bengaluru",5-10 Yrs,"SCALA, Spark, AWS, Data Engineering, Data",3 weeks ago,3.3
Data Engineer (Spark & Scala),Tata Consultancy Services,"Pune, Chennai, Bengaluru",7-12 Yrs,"SCALA, Spark, Hive, Hadoop, Hdfs, Python, SQL, Data",3 weeks ago,3.3
Data Analyst,Piwheel,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,"Computer science, Health insurance, Data analysis, Automation, Development Manager, Analytical, Market intelligence, Operations",3+ weeks ago,2.0
Data Engineer,Tech Stalwart Solution,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-6 Yrs,"Unix, Linux, RDBMS, Datastage, Agile, Control-M, PLSQL, Informatica",3+ weeks ago,3.8
Data Analyst,Tech Stalwart Solution,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-9 Yrs,"Data analysis, SCALA, Data Analyst, SQL, Python, Analysis, Data",3+ weeks ago,3.8
Fraud Data & Strategy Analyst,Proclink,"Hyderabad, Ahmedabad",2-4 Yrs,"Automation, Consulting, power bi, Pattern recognition, data visualization, Financial services, strategy analyst, SQL",3+ weeks ago,3.9
Data Analyst - Fraud,Proclink,"Hyderabad, Ahmedabad",2-5 Yrs,"Interpersonal skills, SAS SQL, Risk analytics, Machine learning, MS Office tools, Data Analyst, Management, Powerpoint",3+ weeks ago,3.9
Data Engineer – Databricks,Inorg,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-8 Yrs,"V4C - Hope, Data Engineering, Data",3+ weeks ago,4.5
Data Engineer,Brillio,"Hybrid - Hyderabad, Pune, Bengaluru",2-6 Yrs,"S3, Redshift Aws, Spark, AWS, AWS Data Engineer, CI/CD, Data Engineering, Cd",3 weeks ago,3.4
Data Engineer,Open Insights,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,"data cleansing, Customer retention, Agile, Data processing, Scrum, Business intelligence, Teradata, Open source",3+ weeks ago,4.2
Data Engineer,Razorthink,"Chennai, Bengaluru, Delhi / NCR, Remote",3-6 Yrs,"Data Engineering, Lambda Architecture, NoSQL databases, MySQL, Cassandra, MongoDB, Python, SQL",3 weeks ago,3.3
Microsoft Fabric Data Engineer,Avisoft,"Hyderabad, Bengaluru, Delhi / NCR",3-7 Yrs,"Microsoft Fabric Data Engineering, T-SQL, OneLake, Data Engineering, Power BI, Power BI Reports, KQL, Warehouse management",3 weeks ago,1.4
Data Engineer,UPS Supply Chain Solutions (UPS SCS),Chennai,5-10 Yrs,"data engineer, python, data pipelines, google cloud platform, power bi, data engineering, sql, database design",3 weeks ago,3.6
Data Scientist- Pytorch/ TensorFlow,UPS Supply Chain Solutions (UPS SCS),Chennai,3-6 Yrs,"data scientist, python, data management, ai, machine learning, data engineering, distributed computing, sql",3 weeks ago,3.6
Data Engineer,Soothsayer Analytics,Hyderabad,4-6 Yrs,"Python, Java, Data Engineering, BigQuery, Scala, Hadoop, Cassandra, Kafka",3 weeks ago,3.7
CDO - Data Analyst,Barclays,"Pune, Chennai",0-2 Yrs,"Analyst, Project management, Agile, Data quality, Risk management, Continuous improvement, Stakeholder management, Operations",3 weeks ago,3.8
"Data Engineer, , GFS (Global Finance Solution)",Amazon,Bengaluru,1-6 Yrs,"Analytical, Datastage, Schema, Test design, Agile, PLSQL, Informatica, SSIS",3 weeks ago,3.9
Data Engineer,Persistent,Bengaluru,2-7 Yrs,"Identity Access Management, IAM data, Access Management, Data Engineering, Data, Access, Management, IAM",3 weeks ago,3.6
Data Analyst,Visualez,Gurugram(Udyog Vihar),2-6 Yrs,"Data Analysis, Power Bi, VBA, Data Visualization, Advanced Excel, Pivot, Macros, SQL",3 weeks ago,3.3
Data Analyst - DAZN - Immediate Joiners Only,DAZN,Hybrid - Hyderabad,3-6 Yrs,"Power BI, SQL, Python, Snowflake, Data Visualization, DAX, Looker, ETL",3 weeks ago,2.5
Data Analyst,Maruti True Value,"Gurugram, Bengaluru",3-8 Yrs,"Data analysis, Technical writing, Analytical, Cognos, Data mining, cisco, Analytics, Monitoring",3+ weeks ago,4.2
Data Analyst,Virtusa,Hyderabad,10-12 Yrs,"data analyst, data analysis, data management, supply chain, data processing, master data management, data collection, sql",3 weeks ago,3.7
Data Analyst,Virtusa,Hyderabad,5-10 Yrs,"data analyst, cloud, data quality, data extraction, data analysis, looker, bigquery, sql",3 weeks ago,3.7
Data Engineer,Virtusa,Hyderabad,9-14 Yrs,"data engineer, s3, kubernetes, python, api development, amazon redshift, data infrastructure, sql",3 weeks ago,3.7
Airflow Data Engineer,Virtusa,Hyderabad,7-10 Yrs,"data engineer, hive, python, data pipelines, airflow, databricks, elt, business intelligence",3 weeks ago,3.7
Data Engineer,Virtusa,Chennai,4-6 Yrs,"data engineer, python, data pipelines, scala, pyspark, business intelligence, data engineering, analytics",3 weeks ago,3.7
Data Engineer,Virtusa,Chennai,7-10 Yrs,"data engineer, s3, cloud, snowflake, python, lambda, snaplogic, dbt",3 weeks ago,3.7
Data Science Scientist,Pepsico,Hyderabad,6-11 Yrs,"Data Science, Business Intelligence, Artificial Intelligence, Mathematics, Machine Learning, Statistics, Marketing, Retail",3 weeks ago,4.1
Reporting and Data Engineer,Beckman Coulter,Mumbai,4-6 Yrs,"ERP, SAP, Kaizen, Data management, Life sciences, data privacy, Data quality, Continuous improvement",3 weeks ago,3.4
Data Analyst,Regalix,"Hyderabad, Bengaluru",1-3 Yrs,"Computer science, Health insurance, Career development, Data Analyst, Customer service, Analytics, Product marketing, CRM",3 weeks ago,2.8
Data Protection Engineer,Titan Company,Bengaluru,2-5 Yrs,"data protection, Data Protection Manager, Cipp, Information Security, Cissp, Gdpr, Data Engineering, Security",3 weeks ago,4.2
Data Analyst,Kala Genset,Pune(Chinchwad),0-3 Yrs,"Data Analysis, Power Bi, Data Reporting, Analysis, Data, Reporting, Bi",3 weeks ago,3.4
Data Engineer,Client Server Tech,Hyderabad,1-3 Yrs,"ETL, Java, GIT, Linux, Data Modeling, SQL, Python, Data Engineering",3 weeks ago,3.6
Data Analyst,FedEx,Pune,2-4 Yrs,"Revenue Analysis, Power Bi, SQL, Financial Acumen, Insights generation, Margin Analysis, Qlicksense, Pricing Analysis",3 weeks ago,4.0
Data Engineer,Tekclan,Chennai,4-6 Yrs,"Performance tuning, Automation, Data modeling, System integration, Database administration, Agile, Scrum, Business intelligence",3+ weeks ago,4.0
Data Analyst - BLR,Photon,Bengaluru,6-9 Yrs,"Data analysis, Business analysis, Trend analysis, data governance, Data quality, Informatica, Quality tools, Financial services",3+ weeks ago,4.1
Data Analyst,Mhtechin,Pune,2-5 Yrs,"Computer science, Data analysis, PDF, Analytical, Data quality, Internship, Analytics, Product marketing",3+ weeks ago,4.2
Data Engineer,IMC,Mumbai,3-6 Yrs,"scylla, spark, cassandra, kafka, Data, Data Engineering",3+ weeks ago,3.7
Data Engineer,Accenture,Gurugram,12-15 Yrs,"data engineer, python, data management, data pipelines, data warehousing, pyspark, collection, data engineering",3+ weeks ago,3.7
Data Engineer,Accenture,Gurugram,12-15 Yrs,"data engineer, data operations, python, etl tools, data pipelines, data platforms, pyspark, cloud",3+ weeks ago,3.7
Data Engineer,Capgemini,Bengaluru,2-5 Yrs,"data engineer, kubernetes, pyspark, parsing, sql, docker, containerization, cloud",3+ weeks ago,3.7
Data Engineer,Accenture,Navi Mumbai,3-8 Yrs,"data engineer, algorithms, python, etl tools, data pipelines, cloud platforms, data architecture, sql",3+ weeks ago,3.7
Data Engineer,Accenture,Hyderabad,2-4 Yrs,"data engineer, etl tools, data management, data pipelines, data warehousing, cloud platforms, collection, sql",3+ weeks ago,3.7
Data Engineer,Accenture,Hyderabad,2-4 Yrs,"data engineer, snowflake, data warehouse, python, data management, data pipelines, data warehousing, subject matter expert",3+ weeks ago,3.7
Data Engineer,Accenture,Hyderabad,2-4 Yrs,"data engineer, snowflake, data warehouse, python, data management, data pipelines, subject matter expert, data engineering",3+ weeks ago,3.7
Data Engineer,Accenture,Hyderabad,12-15 Yrs,"data engineer, python, data management, data pipelines, collection, cloud, data quality, design",3+ weeks ago,3.7
Data Engineer,Accenture,Hyderabad,2-7 Yrs,"data engineer, iac, sql, gcp, devops, jenkins, etl, architecture",3+ weeks ago,3.7
Data Engineer,Accenture,Bengaluru,3-8 Yrs,"data engineer, python, etl tools, data pipelines, data processing, data warehousing, pyspark, cloud platforms",3+ weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, python, data management, data pipelines, data warehousing, database design, data quality, data modeling",3+ weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, python, data pipelines, big data technologies, data warehousing, cloud platforms, data engineering, database design",3+ weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, python, etl tools, data pipelines, cloud platforms, data architecture, cloud, spring boot",3+ weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, data pipelines, cloud platforms, collection, data engineering, data infrastructure, database design, cloud",3+ weeks ago,3.7
Data Engineer,Accenture,Hyderabad,2-4 Yrs,"data engineer, python, c, data pipelines, microsoft azure, data warehousing, collection, machine learning",3+ weeks ago,3.7
Data Engineer,Accenture,Bengaluru,3-8 Yrs,"data engineer, snowflake, data warehouse, data operations, python, etl tools, data pipelines, database design",3+ weeks ago,3.7
Data Engineer,Accenture,Bengaluru,3-8 Yrs,"data engineer, data services, data management, data pipelines, microsoft azure, data warehousing, collection, data quality",3+ weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, python, data pipelines, data platforms, collection, programming languages, data engineering, data infrastructure",3+ weeks ago,3.7
Data Engineer,Accenture,Bengaluru,2-4 Yrs,"data engineer, etl tools, data management, data pipelines, data warehousing, collection, data engineering, database design",3+ weeks ago,3.7
Data Engineer,Accenture,Bengaluru,3-8 Yrs,"data engineer, python, data management, data pipelines, data warehousing, cloud platforms, programming languages, database design",3+ weeks ago,3.7
